"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","Z4","G29","NON-BEV","Not specified",14,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","BEV","Not specified",61,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",91,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G61","BEV","Not specified",56,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",138,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",36,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X5","F95","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X5","G05","NON-BEV","Not specified",174,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X6","F96","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X6","G06","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","iX","I20","BEV","Not specified",29,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",207,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",58,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",30,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",66,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","X1","U11","BEV","Not specified",428,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","X1","U11","NON-BEV","Not specified",332,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","X2","U10","BEV","Not specified",61,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","UKL2+","X2","U10","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","GKL+","7 Series","G70","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",34,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","GKL+","8 Series","F93","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",64,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",384,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",127,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",58,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",21,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",610,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",53,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","X4","G02","NON-BEV","Not specified",22,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","Z4","G29","NON-BEV","Not specified",32,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",204,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",104,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",288,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X6","F96","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",72,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","iX","I20","BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",141,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",57,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",20,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",28,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",394,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","X2","U10","BEV","Not specified",43,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",80,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",46,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",73,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",14,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","X4","G02","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","Z4","G29","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",20,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",84,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X6","F96","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",29,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","iX","I20","BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",38,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","X2","U10","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","GKL+","7 Series","G70","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",28,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","X4","G02","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G61","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X6","F96","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","iX","I20","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","X2","U10","BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","GKL+","7 Series","G70","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",15,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",43,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",25,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","iX","I20","BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","7 Series","G70","BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",21,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","X7","G07","NON-BEV","Not specified",101,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","XM","G09","NON-BEV","Not specified",15,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",288,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",148,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",31,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",48,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",25,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G26","BEV","Not specified",16,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",126,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",14,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","X3","G08","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","X3","G45","NON-BEV","Not specified",580,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","Z4","G29","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","5 Series","G60","BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",69,
