"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X2","U10","BEV","Not specified",517,
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X2","U10","NON-BEV","Not specified",304,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","BEV","Not specified",54,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",44,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","F91","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","G15","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","X7","G07","NON-BEV","Not specified",163,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","XM","G09","NON-BEV","Not specified",31,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",389,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",458,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",67,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",70,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",42,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",65,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","BEV","Not specified",754,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",107,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",48,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",22,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","G01","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","G45","NON-BEV","Not specified",817,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","NA5","BEV","Not specified",639,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","F98","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","G02","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","Z4","G29","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","BEV","Not specified",223,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",156,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","BEV","Not specified",141,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",84,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",83,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",96,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","F95","NON-BEV","Not specified",21,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G05","NON-BEV","Not specified",747,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","F96","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","G06","NON-BEV","Not specified",24,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","iX","I20","BEV","Not specified",385,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",1798,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",597,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",261,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",154,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",58,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","F48","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U11","BEV","Not specified",634,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U11","NON-BEV","Not specified",1076,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X2","U10","BEV","Not specified",352,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X2","U10","NON-BEV","Not specified",248,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","G01","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",26,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",198,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",39,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",324,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","X2","U10","BEV","Not specified",20,
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",130,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",21,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","GKL+","8 Series","G15","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",24,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",16,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",12,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",73,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","X3","G08","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",93,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",78,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","Z4","G29","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",5,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G61","BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",50,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X6","F96","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X6","G06","NON-BEV","Not specified",46,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","iX","I20","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",9,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",16,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","X1","U11","BEV","Not specified",52,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","X1","U11","NON-BEV","Not specified",52,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","X2","U10","BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","UKL2+","X2","U10","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","GKL+","7 Series","G70","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","GKL+","X7","G07","NON-BEV","Not specified",25,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","GKL+","XM","G09","NON-BEV","Not specified",11,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",150,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",345,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",22,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",53,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","BEV","Not specified",64,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",72,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","X3","G01","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","X3","G45","NON-BEV","Not specified",849,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","X3","NA5","BEV","Not specified",188,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","X4","G02","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","Z4","G29","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G31","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",36,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G61","BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",102,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",7,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",22,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X5","G05","NON-BEV","Not specified",291,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X6","G06","NON-BEV","Not specified",200,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","iX","I20","BEV","Not specified",33,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","1 Series","F40","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",663,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",90,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",34,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",26,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",214,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X1","F48","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X1","U11","BEV","Not specified",415,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X1","U11","NON-BEV","Not specified",1780,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X2","F39","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X2","U10","BEV","Not specified",74,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","UKL2+","X2","U10","NON-BEV","Not specified",571,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","GKL+","7 Series","G70","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","GKL+","7 Series","G73","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","GKL+","X7","G07","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",25,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","BEV","Not specified",22,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",6,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","X3","G08","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","X3","G45","NON-BEV","Not specified",47,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","X3","NA5","BEV","Not specified",67,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","KKL+","X4","G02","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",3,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","X5","G05","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","X6","G06","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","MKL+","iX","I20","BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",0,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",135,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",8,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",14,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","X1","U11","BEV","Not specified",71,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","X1","U11","NON-BEV","Not specified",110,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","X2","U10","BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","LU","BELGIUM/LUXEMBOURG","BMW","UKL2+","X2","U10","NON-BEV","Not specified",21,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","7 Series","G70","BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",16,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","8 Series","F91","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","8 Series","F92","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","X7","G07","NON-BEV","Not specified",10,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","GKL+","XM","G09","NON-BEV","Not specified",18,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",93,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",228,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",1,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",13,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",15,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","BEV","Not specified",134,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",19,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",4,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",2,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","X3","G45","NON-BEV","Not specified",201,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","X3","NA5","BEV","Not specified",562,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","X4","G02","NON-BEV","Not specified",10,
